Gene	Ribohits.Binary	Abundance	ISD.0.iupred2	ISD.grafted.iupred2	ISD.grafted.sqrt	ISD.ORF.iupred2	ISD.Last10.iupred2	ISD.3UTR.iupred2	Length.0	Length.m1	Length.m2	Disorder.prop.0	RSA.hydrophilicity.0	Length.3UTR	Fragile	Ribohits.summed	Ribohits.summed.length	ISD.p1.iupred2	ISD.p2.iupred2	Length.p1	Length.p2	RSA.p1	RSA.p2	Disprop.p1	Disprop.p2	ISD.p2.grafted	tai.4.log
YNL036W	1	205	0.2292	0.2130225	0.38909	0.189533031674208	0.3706	0.0489	2	13	10	0.117	0.136	56	0	10	0.181818181818182	0.105	0.0786	9	12	0.208222222222222	0.209166666666667	0.324555555555556	0.313833333333333	0.08756	NA
YNL037C	1	198	NA	NA	NA	0.272584444444444	0.3323	0.008	1	24	13	NA	NA	125	0	26	0.209677419354839	0.3624	0.0124	12	23	0.2665	0.211130434782609	0.428916666666667	0.287347826086957	0.0237725	NA
YNL038W	0	0.042	0.5039	0.3884425	0.601625	0.0613192139737991	0.4778	0.0495	10	NA	20	0.397666666666667	0.291111111111111	114	1	0	0	0.0621	NA	19	NA	0.225947368421053	NA	0.291842105263158	NA	NA	-1.3196717721655
YNL039W	1	7.49	0.5205	0.1802225	0.38371	0.577663973063973	0.9264	0.2323	10	8	12	0.273333333333333	0.227777777777778	54	0	4	0.0754716981132075	0.4831	0.729	11	7	0.264636363636364	0.248428571428571	0.317090909090909	0.279285714285714	0.290645	-1.63570345395192
YNL041C	1	37.7	0.1285	0.3079325	0.5375775	0.232010488676996	0.0268	0.0867	18	20	3	0.434411764705882	0.274117647058823	178	0	6	0.0338983050847458	0.0374	0.0247	2	19	0.386	0.258315789473684	0.5875	0.396157894736842	0.149465	-1.04564990249425
YNL042W	0	2.85	0.1266	0.0556325	0.1927575	0.691596464646465	0.623	0.1561	28	35	2	0.305814814814815	0.213518518518518	104	0	0	0	0.6183	0.3336	1	34	0.411	0.250441176470588	0.781	0.361647058823529	0.188705	-0.757715925746651
YNL044W	1	129	0.0032	0.0228125	0.11667	0.0476681818181818	0.1305	0.0019	25	24	40	0.321083333333333	0.203416666666667	169	0	80	0.476190476190476	0.0104	0.0718	39	23	0.225769230769231	0.227782608695652	0.34274358974359	0.337521739130435	0.141255	-1.60205591545873
YNL045W	1	95.3	0.2942	0.47544	0.67493	0.177034724292101	0.0454	0.0844	10	6	8	0.342444444444444	0.284888888888889	68	0	15	0.223880597014925	0.1407	0.1445	7	5	0.292142857142857	0.3188	0.446714285714286	0.473	0.394945	-1.89815898507659
YNL047C	1	23.2	0.753	0.349385	0.54957	0.388037804878049	0.6057	0.0855	4	7	3	0.547	0.261666666666667	82	0	5	0.0617283950617284	0.8198	0.4589	2	6	0.406	0.232166666666667	0.4975	0.346166666666667	0.18498	NA
YNL048W	0	38.7	NA	NA	NA	0.106369160583942	0.2554	0.0144	NA	16	4	NA	NA	101	1	0	0	0.2256	0.1565	3	15	0.215	0.2592	0.262333333333333	0.3702	0.1728625	NA
YNL049C	1	41.5	0.1747	0.1731075	0.3543575	0.236196575342466	0.2718	0.1774	6	25	12	0.3906	0.2136	91	0	4	0.0444444444444444	0.0746	0.023	11	24	0.237090909090909	0.220166666666667	0.280272727272727	0.299958333333333	0.042705	-0.927253102349975
YNL051W	1	18.5	0.3294	0.32845	0.5530625	0.203959305210918	0.1676	0.2654	14	5	13	0.392538461538462	0.287153846153846	65	0	19	0.296875	0.1016	0.2604	12	4	0.25025	0.28325	0.349166666666667	0.39425	0.3159675	-1.03986387819779
YNL052W	1	75.5	0.3743	0.33866	0.54803	0.311790196078431	0.4298	0.0269	6	11	22	0.4416	0.2974	258	0	222	0.863813229571984	0.2748	0.5608	21	10	0.274380952380952	0.3149	0.394904761904762	0.472	0.5350975	-1.24639041413603
YNL053W	1	8.02	0.6183	0.48073	0.6787475	0.450465644171779	0.743	0.3307	25	24	11	0.509333333333333	0.276875	135	0	5	0.0373134328358209	0.724	0.3151	10	23	0.3119	0.268434782608696	0.5421	0.381173913043478	0.202805	-1.2508950405117
YNL055C	0	2038	NA	NA	NA	0.216643109540636	0.0929	0.0063	NA	5	NA	NA	NA	60	1	0	0	NA	0.0119	NA	4	NA	0.19925	NA	0.18775	0.17398	NA
YNL056W	1	42.7	0.1323	0.24963	0.4308475	0.142517766497462	0.4237	0.0898	2	20	19	0.195	0.147	168	0	11	0.0658682634730539	0.068	0.0219	18	19	0.2465	0.241421052631579	0.362944444444444	0.326157894736842	0.058955	NA
YNL059C	1	47.3	0.3839	0.35872	0.586125	0.379691125827815	0.3755	0.2479	31	9	6	0.369233333333333	0.298766666666667	123	0	17	0.139344262295082	0.5169	0.7395	5	8	0.3378	0.343375	0.501	0.587625	0.7009325	-0.9878719722534
YNL061W	1	363	0.5083	0.2589725	0.4739	0.422980906148867	0.7619	0.0859	10	12	6	0.404222222222222	0.220222222222222	137	0	16	0.117647058823529	0.7945	0.6018	5	11	0.312	0.257090909090909	0.5542	0.440272727272727	0.3535925	-1.09944374791051
YNL062C	0	39.2	0.3483	0.307505	0.522165	0.257282426778243	0.5023	0.1115	8	16	NA	0.451714285714286	0.234571428571429	100	1	0	0	NA	0.3023	NA	15	NA	0.2722	NA	0.349066666666667	0.28202	-1.33302105725471
YNL063W	0	111	NA	NA	NA	0.112267834394904	0.1788	0.0081	NA	3	NA	NA	NA	44	1	0	0	NA	0.1489	NA	2	NA	0.2015	NA	0.4015	0.2711375	NA
YNL064C	1	2117	0.3946	0.2389725	0.4265625	0.345144254278729	0.7159	0.0844	3	33	27	0.415	0.207	121	0	30	0.25	0.1418	0.0558	26	32	0.256307692307692	0.23865625	0.373961538461539	0.3023125	0.0450575	NA
YNL065W	1	8.96	0.0134	0.0243825	0.1196475	0.135937883959044	0.6866	0.0048	17	21	7	0.2430625	0.1914375	128	0	4	0.031496062992126	0.4478	0.0358	6	20	0.2425	0.2146	0.344	0.28115	0.0483175	-0.643290424385722
YNL066W	1	214	0.0631	0.3600675	0.5535275	0.354415238095238	0.0686	0.0172	2	9	8	0.401	0.272	199	0	10	0.0505050505050505	0.0786	0.1193	7	8	0.294285714285714	0.26	0.379857142857143	0.440625	0.373885	NA
YNL067W	1	2476	0.1471	0.265705	0.4860625	0.186673821989529	0.0482	0.0221	13	10	24	0.445333333333333	0.2625	231	0	380	1.65217391304348	0.0267	0.1258	23	9	0.251695652173913	0.260222222222222	0.335869565217391	0.327111111111111	0.2023375	-0.674681230129558
YNL068C	1	9.66	0.6133	0.482955	0.684045	0.567585266821346	0.4724	0.2826	13	6	9	0.511583333333333	0.343916666666667	169	0	29	0.172619047619048	0.6599	0.6552	8	5	0.327625	0.3538	0.382875	0.527	0.5350675	-0.400028157962531
YNL069C	1	1494	0.0528	0.2721275	0.4646925	0.215033838383838	0.1774	0.0239	3	5	8	0.4015	0.2015	155	0	1768	11.4805194805195	0.0912	0.0676	7	4	0.272857142857143	0.27075	0.359428571428571	0.32025	0.264235	NA
YNL070W	1	41.8	0.0832	0.208995	0.42963	0.0410566666666667	0.0692	0.0414	27	19	10	0.371076923076923	0.274923076923077	138	0	68	0.496350364963504	0.0807	0.1261	9	18	0.263777777777778	0.273833333333333	0.419555555555556	0.429222222222222	0.292005	-1.35589555998421
YNL071W	1	233	0.1251	0.358055	0.550475	0.384143360995851	0.1574	0.0457	2	4	26	0.437	0.269	156	0	78	0.503225806451613	0.0245	0.2028	25	3	0.243	0.306333333333333	0.33884	0.456666666666667	0.3274025	NA
YNL072W	0	8.1	NA	NA	NA	0.306413029315961	0.2669	0.1051	NA	13	19	NA	NA	84	1	0	0	0.04	0.014	18	12	0.216111111111111	0.187333333333333	0.290055555555556	0.27225	0.0496125	NA
YNL073W	1	27.1	0.0729	0.12823	0.300365	0.184816319444444	0.1871	0.0408	10	19	12	0.327666666666667	0.215111111111111	94	0	4	0.043010752688172	0.0059	0.1457	11	18	0.228727272727273	0.258777777777778	0.266545454545455	0.366777777777778	0.19953	-1.32179944458247
YNL074C	1	8.61	0.0147	0.01802	0.1007725	0.590988274336283	0.4486	0.0452	15	27	38	0.300571428571429	0.182571428571429	156	0	29	0.187096774193548	0.0494	0.0259	37	26	0.232945945945946	0.193423076923077	0.342162162162162	0.292384615384615	0.022695	-1.30217367921049
YNL075W	1	9.84	0.0268	0.1163125	0.2686725	0.318856206896552	0.0965	0.063	4	7	15	0.134	0.136	74	0	9	0.123287671232877	0.0204	0.0223	14	6	0.265071428571429	0.208666666666667	0.360214285714286	0.201833333333333	0.10336	NA
YNL076W	0	8.76	0.5981	0.2136575	0.3977475	0.644558904109589	0.7795	0.2367	4	NA	3	0.367666666666667	0.190666666666667	62	1	0	0	0.6873	NA	2	NA	0.2765	NA	0.26	NA	NA	NA
YNL077W	0	4.88	NA	NA	NA	0.322423106060606	0.4074	0.012	NA	4	8	NA	NA	92	1	0	0	0.3469	0.2407	7	3	0.236857142857143	0.238	0.377142857142857	0.313666666666667	0.218665	NA
YNL078W	1	6.95	0.2777	0.3003325	0.5114875	0.541091646191646	0.4072	0.1369	9	3	2	0.441125	0.243	152	0	1	0.00662251655629139	0.374	0.3826	1	2	0.446	0.3195	0.588	0.5535	0.3947375	-1.37125588041495
YNL079C	1	199	0.0359	0.01527	0.104675	0.612838693467337	0.5282	0.1267	22	35	45	0.313761904761905	0.191142857142857	179	0	271	1.52247191011236	0.0846	0.184	44	34	0.234454545454545	0.234970588235294	0.331863636363636	0.368147058823529	0.1193675	-0.470138665708863
YNL080C	0	9.09	0.5256	0.3797475	0.577605	0.206742076502732	0.4472	0.0169	3	20	34	0.588	0.446	105	0	0	0	0.0431	0.0327	33	19	0.24569696969697	0.253526315789474	0.321121212121212	0.339368421052632	0.05302	NA
YNL081C	1	9.27	0.3249	0.353655	0.573175	0.268717482517482	0.1969	0.0274	16	45	7	0.463933333333333	0.278333333333333	176	0	69	0.394285714285714	0.032	0.0093	6	44	0.227666666666667	0.210886363636364	0.244166666666667	0.303477272727273	0.0163675	-0.59113070810789
YNL082W	1	6.53	0.0638	0.1872325	0.39034	0.304362084765178	0.1085	0.0858	11	2	20	0.3605	0.2406	98	0	4	0.0412371134020619	0.0076	0.032	19	1	0.218631578947368	0.125	0.239473684210526	0.09	0.24268	-0.837698861277338
YNL083W	1	12.7	0.0074	0.2820825	0.474605	0.161527732793522	0.0327	0.1077	3	8	52	0.2945	0.254	232	0	454	1.96536796536797	0.0442	0.0033	51	7	0.256529411764706	0.211285714285714	0.386803921568627	0.291714285714286	0.132595	NA
YNL084C	1	71.8	0.495	0.4072225	0.6001575	0.349840974212034	0.5221	0.014	3	12	5	0.3265	0.315	76	0	33	0.44	0.6447	0.2097	4	11	0.3365	0.212	0.375	0.293272727272727	0.136195	NA
YNL085W	1	67.6	0.0998	0.1638625	0.383295	0.193150722891566	0.0867	0.1357	42	14	3	0.413731707317073	0.263390243902439	296	0	63	0.213559322033898	0.2376	0.5153	2	13	0.3145	0.313769230769231	0.6155	0.439384615384615	0.574175	-1.2508950405117
YNL087W	0	91.9	0.3807	0.101995	0.25762	0.227221137521222	0.7953	0.1264	5	39	NA	0.157	0.21175	206	1	0	0	NA	0.3021	NA	38	NA	0.254842105263158	NA	0.412315789473684	0.2357625	-1.49295856730548
YNL090W	1	53.1	0.0351	0.2684275	0.478535	0.1457359375	0.0826	0.0505	7	23	6	0.425833333333333	0.317333333333333	359	0	12	0.0335195530726257	0.0717	0.1249	5	22	0.33	0.273227272727273	0.383	0.3695	0.231585	-1.58496824295274
YNL091W	0	16.2	NA	NA	NA	0.56195314516129	0.4816	0.3112	NA	NA	16	NA	NA	73	1	0	0	0.314	NA	15	NA	0.266066666666667	NA	0.365466666666667	NA	NA	NA
YNL094W	0	21.4	NA	NA	NA	0.434795741056218	0.4891	0.1275	NA	NA	13	NA	NA	52	1	0	0	0.2256	NA	12	NA	0.244833333333333	NA	0.316	NA	NA	NA
YNL096C	1	1004	0.1581	0.228085	0.4198125	0.263866842105263	0.298	0.1223	4	14	2	0.249	0.209666666666667	206	0	119	0.580487804878049	0.2364	0.1034	1	13	0.446	0.209	0.588	0.268076923076923	0.095785	NA
YNL097C	1	32.8	0.0754	0.1313975	0.3153225	0.496339090909091	0.0714	0.0637	25	2	10	0.333125	0.246583333333333	119	0	10	0.0847457627118644	0.1691	0.0188	9	1	0.252888888888889	0.446	0.461111111111111	0.588	0.3488	-1.3828032260323
YNL098C	1	270	NA	NA	NA	0.513774534161491	0.3928	0.4047	1	5	31	NA	NA	119	0	64	0.542372881355932	0.4303	0.2794	30	4	0.292333333333333	0.3445	0.411766666666667	0.415	0.322	NA
YNL099C	1	22.4	0.3543	0.4435275	0.6333825	0.342290756302521	0.1411	0.1338	43	10	15	0.469047619047619	0.307119047619048	261	0	37	0.142307692307692	0.4788	0.2579	14	9	0.365357142857143	0.359555555555556	0.488571428571429	0.485666666666667	0.4385425	-1.07704070823808
YNL100W	1	71.1	0.0169	0.0570825	0.20106	0.149510256410256	0.1955	0.0117	14	25	21	0.352307692307692	0.213769230769231	117	0	36	0.310344827586207	0.0299	0.0168	20	24	0.23505	0.213208333333333	0.2979	0.339166666666667	0.0423875	-1.42213419877199
YNL101W	1	1.97	0.0035	0.1455175	0.3264975	0.225223281907433	0.0045	0.0395	8	34	25	0.327571428571429	0.195142857142857	191	0	17	0.0894736842105263	0.0065	0.0094	24	33	0.236958333333333	0.231	0.264875	0.329818181818182	0.063565	-1.55158539479661
YNL103W	1	26.8	0.0164	0.0178425	0.1036325	0.640893303571429	0.353	0.013	23	2	8	0.233681818181818	0.210363636363636	84	0	6	0.072289156626506	0.2625	0.3667	7	1	0.258714285714286	0.446	0.323285714285714	0.588	0.3488	-0.879077470896731
YNL104C	1	352	0.0064	0.0082275	0.070105	0.293136833602585	0.4376	0.0031	37	27	30	0.251555555555556	0.198805555555556	141	0	27	0.192857142857143	0.011	0.0053	29	26	0.214172413793103	0.190192307692308	0.311724137931035	0.257384615384615	0.0083975	-1.45442089734867
YNL106C	0	25.4	0.0768	0.0169975	0.1065275	0.322834657650042	0.7464	0.0389	18	10	5	0.218470588235294	0.189588235294118	75	0	0	0	0.3646	0.503	4	9	0.22025	0.235222222222222	0.224	0.275777777777778	0.2118325	-1.19693397830355
YNL107W	1	5.48	0.1397	0.1184	0.2948125	0.357771238938053	0.4719	0.201	21	36	12	0.2684	0.2191	163	0	23	0.141975308641975	0.4524	0.5803	11	35	0.244363636363636	0.281771428571429	0.424272727272727	0.401485714285714	0.5667225	-0.877085428484437
YNL110C	1	149	0.2238	0.4547925	0.648595	0.478477727272727	0.1592	0.1642	8	17	14	0.547285714285714	0.256142857142857	119	0	87	0.73728813559322	0.0796	0.0918	13	16	0.256076923076923	0.253	0.405769230769231	0.362125	0.145425	-1.12791095570038
YNL111C	1	186	0.1011	0.187755	0.3964125	0.2528575	0.009	0.0147	22	6	34	0.435904761904762	0.241904761904762	240	0	256	1.07112970711297	0.0403	0.0137	33	5	0.254878787878788	0.2322	0.381515151515152	0.4366	0.1926325	-1.17755808801484
YNL112W	1	616	0.2465	0.1301175	0.3096	0.393721245421245	0.6231	0.0511	16	4	12	0.3824	0.220533333333333	134	0	86	0.646616541353383	0.1518	0.6486	11	3	0.226909090909091	0.39	0.311272727272727	0.629666666666667	0.41219	-1.24884740363201
YNL113W	1	405	0.2816	0.32082	0.548895	0.577706338028169	0.2831	0.1142	28	13	25	0.370074074074074	0.254333333333333	180	0	60	0.335195530726257	0.1253	0.3453	24	12	0.234	0.28175	0.357458333333333	0.430416666666667	0.3522725	-1.32464038424505
YNL116W	1	17.2	0.4751	0.346175	0.5596425	0.474582375478927	0.478	0.1174	8	26	11	0.408714285714286	0.291714285714286	160	0	14	0.0880503144654088	0.52	0.4935	10	25	0.3417	0.29932	0.5057	0.47496	0.53266	-0.576092227402953
YNL118C	1	158	0.4728	0.369705	0.588985	0.535478969072165	0.496	0.4286	22	3	13	0.385857142857143	0.288380952380952	146	0	34	0.23448275862069	0.146	0.4437	12	2	0.2375	0.4285	0.327916666666667	0.6845	0.4095375	-0.794656564944854
YNL119W	1	33.7	NA	NA	NA	0.199774847870183	0.4281	0.0168	1	37	19	NA	NA	133	0	8	0.0606060606060606	0.065	0.0381	18	36	0.217222222222222	0.220055555555556	0.311222222222222	0.313277777777778	0.03159	NA
YNL121C	1	584	0.3661	0.3718525	0.5958075	0.320341815235008	0.3213	0.1033	21	10	3	0.37555	0.292	235	0	34	0.145299145299145	0.3951	0.4114	2	9	0.405	0.316888888888889	0.6265	0.402	0.3652625	-1.50379526843132
YNL123W	0	81.7	NA	NA	NA	0.204424674022066	0.478	0.0218	NA	4	NA	NA	NA	65	1	0	0	NA	0.5934	NA	3	NA	0.252666666666667	NA	0.397333333333333	0.3239375	NA
YNL124W	1	19	0.9928	0.4507475	0.6414675	0.715651829268293	0.9736	0.3178	4	16	15	0.459666666666667	0.304333333333333	106	0	19	0.180952380952381	0.3818	0.4256	14	15	0.243714285714286	0.250866666666667	0.313071428571429	0.330066666666667	0.13292	NA
YNL125C	1	4.65	0.0211	0.1944075	0.3894575	0.186853343239227	0.0172	0.0077	6	25	23	0.3498	0.2188	96	0	5	0.0526315789473684	0.0538	0.0367	22	24	0.252954545454545	0.21425	0.404772727272727	0.313708333333333	0.110625	-1.75320436126335
YNL126W	0	2.64	0.0074	0.05302	0.188585	0.123486052009456	0.1052	0.0063	23	21	3	0.341863636363636	0.224681818181818	77	0	0	0	0.0281	0.0615	2	20	0.446	0.27155	0.588	0.41145	0.1936875	-1.28326177462566
YNL129W	0	21	0.3879	0.5135725	0.7083675	0.142954583333333	0.0337	0.394	15	39	8	0.534714285714286	0.329285714285714	124	0	0	0	0.3796	0.2787	7	38	0.347714285714286	0.304868421052632	0.539428571428571	0.421815789473684	0.3667125	-0.902329407819438
YNL130C	1	19.9	0.0153	0.2788725	0.469915	0.0263989821882952	0.0064	0.0122	3	5	22	0.454	0.2125	96	0	62	0.652631578947368	0.0017	0.0088	21	4	0.227142857142857	0.23675	0.321	0.3375	0.1713825	NA
YNL131W	1	93	0.391	0.2130225	0.38909	0.347449342105263	0.5013	0.0346	2	5	12	0.117	0.136	326	0	55	0.169230769230769	0.3652	0.1784	11	4	0.308909090909091	0.1475	0.387454545454545	0.21675	0.169335	NA
YNL132W	1	110	0.2019	0.1019875	0.28419	0.270898011363636	0.7236	0.2082	23	12	11	0.347681818181818	0.245636363636364	88	0	6	0.0689655172413793	0.439	0.1614	10	11	0.2535	0.216636363636364	0.3747	0.388818181818182	0.0643275	-1.20951643089231
YNL133C	1	9.18	0.2185	0.155285	0.3544725	0.508235260115607	0.4141	0.1477	22	2	11	0.381095238095238	0.25	113	0	23	0.205357142857143	0.4471	0.4051	10	1	0.2464	0.159	0.3058	0.291	0.3098675	-1.04501869999847
YNL135C	1	700	0.2462	0.4256825	0.629135	0.313667543859649	0.1281	0.0177	7	19	22	0.457	0.3045	192	0	354	1.85340314136126	0.0176	0.0146	21	18	0.219714285714286	0.231	0.392476190476191	0.322277777777778	0.0480725	-0.749379022542939
YNL136W	1	5.32	0.6943	0.1621425	0.3524875	0.686816705882353	0.902	0.3957	9	6	17	0.350875	0.2355	130	0	10	0.0775193798449612	0.8096	0.7835	16	5	0.2865625	0.2018	0.414	0.258	0.2237425	-2.45655704045336
YNL137C	1	73.2	0.0483	0.1023	0.271465	0.291106172839506	0.1414	0.0042	10	20	12	0.333666666666667	0.198111111111111	218	0	15	0.0691244239631336	0.1624	0.0222	11	19	0.253818181818182	0.206315789473684	0.344909090909091	0.288947368421053	0.0589675	-1.91668597811502
YNL138W	1	216	0.192	0.28351	0.49263	0.416114828897338	0.2028	0.1219	6	11	10	0.3868	0.2758	146	0	12	0.0827586206896552	0.1155	0.024	9	10	0.224111111111111	0.1949	0.266333333333333	0.2944	0.07121	-1.69148934178047
YNL138W-A	0	0.353	0.1002	0.095005	0.2703375	0.394008235294118	0.4217	0.1002	25	3	8	0.333666666666667	0.248708333333333	76	0	0	0	0.6808	0.4013	7	2	0.311285714285714	0.315	0.548142857142857	0.4155	0.3996875	-0.258699705700016
YNL141W	1	490	0.0694	0.179335	0.3666575	0.171787031700288	0.2192	0.0078	8	19	24	0.284571428571429	0.228714285714286	116	0	17	0.147826086956522	0.0114	0.0071	23	18	0.215086956521739	0.208611111111111	0.310347826086956	0.298611111111111	0.0238175	-0.773206567494021
YNL142W	1	7.49	NA	NA	NA	0.12708376753507	0.6796	0.0245	1	8	16	NA	NA	90	0	166	1.86516853932584	0.0801	0.2358	15	7	0.210733333333333	0.219285714285714	0.26	0.358428571428571	0.17699	NA
YNL145W	0	1.11	NA	NA	NA	0.394313157894737	0.0959	0.0086	NA	32	3	NA	NA	176	1	0	0	0.0441	0.0532	2	31	0.239	0.243612903225806	0.201	0.345677419354839	0.1044	NA
YNL147W	0	57.2	0.2034	0.26904	0.4548775	0.38904	0.2626	0.0244	2	5	NA	0.263	0.143	44	1	0	0	NA	0.0347	NA	4	NA	0.1665	NA	0.203	0.1508625	NA
YNL148C	1	8.9	0.1206	0.0877825	0.25378	0.39593031496063	0.6849	0.0698	12	11	6	0.326181818181818	0.229	124	0	5	0.040650406504065	0.5321	0.1608	5	10	0.2792	0.2076	0.4222	0.3103	0.124925	-0.854562167602678
YNL149C	1	41.6	0.1614	0.0776325	0.23542	0.359016279069767	0.4968	0.0481	13	19	23	0.347083333333333	0.188833333333333	104	0	95	0.922330097087379	0.0226	0.0193	22	18	0.1825	0.168444444444444	0.250181818181818	0.225611111111111	0.012355	-1.78516270414082
YNL151C	1	5.07	0.0285	0.0072425	0.07036	0.497549003984064	0.9354	0.0434	28	32	2	0.296444444444444	0.205925925925926	144	0	11	0.0769230769230769	0.9634	0.0932	1	31	0.278	0.227354838709677	0.713	0.291967741935484	0.029685	-0.681275372462691
YNL152W	1	4.38	NA	NA	NA	0.537022249388753	0.9532	0.316	1	14	10	NA	NA	69	0	9	0.132352941176471	0.8556	0.3918	9	13	0.273	0.234307692307692	0.315	0.264769230769231	0.1578075	NA
YNL153C	1	130	0.4741	0.4695025	0.6578425	0.303286821705426	0.1092	0.11	4	16	15	0.315	0.294333333333333	197	0	31	0.158163265306122	0.0746	0.2969	14	15	0.244714285714286	0.274066666666667	0.360714285714286	0.4586	0.29066	NA
YNL154C	1	79.7	0.3497	0.213015	0.43184	0.497125824175824	0.3462	0.0132	17	2	10	0.366	0.268125	228	0	15	0.066079295154185	0.2563	0.1671	9	1	0.258777777777778	0.411	0.352555555555556	0.781	0.3779175	-1.24289927904844
YNL156C	1	77.4	0.0758	0.569545	0.74111	0.165281939799331	0.0036	0.0369	7	5	11	0.548833333333333	0.339333333333333	122	0	17	0.140495867768595	0.0057	0.0077	10	4	0.2642	0.3265	0.3845	0.5015	0.274915	-1.64661959707348
YNL157W	0	33.1	0.0408	0.018095	0.10389	0.613488095238095	0.6364	0.0482	11	25	2	0.1648	0.1836	82	0	0	0	0.5493	0.1306	1	24	0.446	0.233416666666667	0.588	0.330833333333333	0.0542725	-1.47855128909632
YNL159C	1	4.07	NA	NA	NA	0.254225951557093	0.0261	0.0442	1	7	15	NA	NA	447	0	12	0.0269058295964126	0.0052	0.0522	14	6	0.214285714285714	0.251666666666667	0.294071428571429	0.409333333333333	0.380535	NA
YNL160W	1	34.3	0.2026	0.348835	0.5556225	0.218109604519774	0.1562	0.0172	5	2	11	0.32875	0.2965	229	0	59	0.258771929824561	0.165	0.2224	10	1	0.2805	0.342	0.4808	0.285	0.37919	-0.64058452118627
YNL161W	1	8.92	0.0597	0.0908225	0.25089	0.442026984126984	0.1421	0.0561	17	4	25	0.350375	0.2326875	90	0	12	0.134831460674157	0.0395	0.3534	24	3	0.232	0.300666666666667	0.281375	0.410666666666667	0.4389975	-0.81259313470112
YNL162W	0	637	0.0067	0.0087475	0.0753625	0.395938679245283	0.4041	0.0054	16	14	NA	0.2392	0.1804	91	1	0	0	NA	0.0177	NA	13	NA	0.184153846153846	NA	0.268615384615385	0.0242825	-0.679586176846971
YNL163C	1	82.4	0.1262	0.09225	0.241815	0.269570630630631	0.5226	0.025	7	13	4	0.232166666666667	0.180333333333333	129	0	3	0.0234375	0.3257	0.0974	3	12	0.241666666666667	0.22725	0.322666666666667	0.242666666666667	0.089285	-1.1078473070687
YNL164C	1	3.2	0.4897	0.1800225	0.3627675	0.480138176638177	0.8858	0.3966	6	10	12	0.3398	0.1982	66	0	6	0.0923076923076923	0.3037	0.3742	11	9	0.256454545454545	0.221111111111111	0.332363636363636	0.278555555555556	0.140995	-1.17840698526512
YNL166C	1	31.4	0.0373	0.079855	0.238425	0.635564508928571	0.3311	0.214	12	9	28	0.277363636363636	0.236727272727273	119	0	12	0.101694915254237	0.1246	0.0818	27	8	0.266703703703704	0.229	0.338962962962963	0.3215	0.1742475	-0.894333646356175
YNL167C	1	11.3	0.7272	0.3898375	0.5997025	0.657032766615147	0.7816	0.0507	9	3	32	0.4255	0.297	216	0	10	0.0465116279069767	0.089	0.7244	31	2	0.220935483870968	0.3165	0.341709677419355	0.3975	0.4016625	-1.33580640244989
YNL169C	0	23.9	NA	NA	NA	0.2132272	0.2226	0.0057	NA	21	6	NA	NA	86	1	0	0	0.4619	0.0065	5	20	0.2918	0.1963	0.4658	0.27085	0.01717	NA
YNL173C	1	51.6	0.4248	0.302135	0.51944	0.577551639344262	0.495	0.3617	10	19	8	0.429666666666667	0.285444444444444	94	0	24	0.258064516129032	0.7776	0.3695	7	18	0.354857142857143	0.259333333333333	0.497571428571429	0.398666666666667	0.216945	-1.18749889630784
YNL175C	1	117	0.695	0.3503725	0.5457825	0.509640198511166	0.6282	0.0465	3	5	19	0.5815	0.248	120	0	24	0.201680672268908	0.3505	0.5291	18	4	0.245666666666667	0.222	0.336722222222222	0.33775	0.2606075	NA
YNL177C	1	28.4	0.2025	0.389695	0.5867975	0.268530420711974	0.1646	0.1568	3	39	15	0.491	0.4035	167	0	105	0.632530120481928	0.0716	0.0442	14	38	0.2615	0.244710526315789	0.380285714285714	0.352184210526316	0.077805	NA
YNL178W	1	2400	0.5456	0.24268	0.4252025	0.255925	0.7465	0.0911	2	11	5	0.09	0.125	60	0	131	2.22033898305085	0.3922	0.1054	4	10	0.2565	0.2456	0.22725	0.2641	0.0880025	NA
YNL182C	1	46.1	0.8451	0.4214725	0.61516	0.236216576576577	0.5772	0.1047	3	10	12	0.591	0.3415	84	0	4	0.0481927710843374	0.3725	0.3213	11	9	0.280545454545455	0.223222222222222	0.365454545454545	0.314333333333333	0.1983725	NA
YNL183C	1	29.8	0.1728	0.0769775	0.2340725	0.457487088607595	0.7937	0.0342	15	22	2	0.3855	0.200428571428571	127	0	9	0.0714285714285714	0.9269	0.1246	1	21	0.446	0.238333333333333	0.588	0.323142857142857	0.05147	-1.58392924276204
YNL186W	1	26.2	0.019	0.0122125	0.0843575	0.512047348484848	0.6225	0.0153	30	17	13	0.279896551724138	0.205068965517241	108	0	24	0.224299065420561	0.109	0.2652	12	16	0.245	0.2619375	0.352166666666667	0.3816875	0.1570275	-1.53717811658746
YNL188W	0	0.219	0.0044	0.2760425	0.4702575	0.527048498845266	0.0029	0.0061	3	8	6	0.2455	0.1985	23	0	0	0	0.0136	0.0194	5	7	0.338	0.267857142857143	0.5452	0.371285714285714	0.3565825	NA
YNL189W	1	171	0.2195	0.27958	0.494905	0.294024723247232	0.306	0.0083	9	25	2	0.36025	0.304625	122	0	75	0.619834710743802	0.4409	0.1677	1	24	0.342	0.2615	0.285	0.335833333333333	0.151	-1.62770769248865
